"time_period","time_identifier","geographic_level","country_code","country_name","version","establishment_type","qualification_type","subject","grade","number_achieving"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","2","254"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","3","154"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","4","101"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","5","58"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","6","33"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","7","10"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","8","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","9","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","Covid impacted","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","Total exam entries","1088"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","U","124"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English Literature","X","123"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","1","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","2","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","3","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","4","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","5","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","6","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","7","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","8","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","9","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","Covid impacted","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","Total exam entries","2253"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","U","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","English, mathematics & science","X","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","1","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","2","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","3","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","4","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","5","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","6","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","7","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","8","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","9","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","Total exam entries","16"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","U","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Film Studies","X","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","1","17"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","2","23"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","3","29"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","4","11"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","5","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","6","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","7","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","8","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","Total exam entries","95"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","U","6"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Food Preparation & Nutrition","X","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","1","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","2","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","3","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","4","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","5","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","6","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","7","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","8","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","9","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","Covid impacted","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","Total exam entries","24"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","U","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","French","X","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","1","55"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","2","46"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","3","26"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","4","16"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","5","10"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","6","5"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","7","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","8","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","Total exam entries","202"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","U","24"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Geography","X","14"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","1","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","2","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","3","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","4","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","5","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","6","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","7","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","8","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","Covid impacted","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","Total exam entries","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","U","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","German","X","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","1","72"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","2","66"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","3","27"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","4","12"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","5","12"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","6","7"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","7","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","8","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","9","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","Covid impacted","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","Total exam entries","289"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","U","48"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","History","X","35"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","1","1030"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","2","945"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","3","657"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","4","349"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","5","195"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","6","42"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","7","23"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","8","16"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","9","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","Covid impacted","12"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","Total exam entries","4211"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","U","522"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics","X","418"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","1","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","2","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","3","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","4","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","5","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","6","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","7","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","8","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","9","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","Covid impacted","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","Total exam entries","2362"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","U","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Mathematics & science","X","z"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","1","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","2","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","3","9"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","4","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","5","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","6","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","7","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","8","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","Total exam entries","33"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","U","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Media/Film/TV","X","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","1","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","2","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","3","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","4","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","5","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","6","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","7","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","8","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","Total exam entries","11"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","U","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Music","X","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","1","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","2","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","3","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","4","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","5","12"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","6","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","7","3"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","8","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","9","9"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","Covid impacted","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","Total exam entries","43"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","U","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Modern Languages","X","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","1","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","2","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","3","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","4","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","5","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","6","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","7","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","8","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","Total exam entries","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","U","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Other Sciences","X","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","1","23"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","2","15"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","3","8"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","4","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","5","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","6","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","7","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","8","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","Total exam entries","79"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","U","26"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physical Education","X","5"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","1","22"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","2","24"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","3","21"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","4","14"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","5","10"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","6","5"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","7","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","8","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","Total exam entries","142"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","U","17"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Physics","X","25"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","1","20"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","2","33"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","3","22"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","4","13"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","5","14"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","6","14"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","7","9"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","8","8"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","9","5"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","Covid impacted","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","Total exam entries","179"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","U","16"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Religious Studies","X","24"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","1","100"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","2","74"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","3","75"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","4","58"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","5","25"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","6","32"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","7","9"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","8","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","9","5"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","Covid impacted","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","Total exam entries","499"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","U","60"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Social Studies","X","56"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","1","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","2","4"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","3","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","4","5"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","5","11"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","6","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","7","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","8","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","9","6"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","Covid impacted","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","Total exam entries","37"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","U","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Spanish","X","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","1","35"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","2","30"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","3","42"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","4","19"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","5","19"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","6","2"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","7","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","8","1"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","9","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","Covid impacted","0"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","Total exam entries","214"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","U","17"
202223,"Academic year","National","E92000001","England","Revised","Alternative provision","GCSE","Statistics","X","48"
